nome,tecnologia,outrosDetalhes,tecnologias,nivel,remoto,salario,salario_maximo,Tecnologia 1,Tecnologia 2,Tecnologia 3,Tecnologia 4,Tecnologia 5,Tecnologia 6,Tecnologia 7,Tecnologia 8,Tecnologia 9,Tecnologia 10,Tecnologia 11,Tecnologia 12
"Vencida, Desenvolvedor(a) Front-End Pleno","ReactJS,JavaScript,HTML,CSS","WEBJUMP,São Paulo,Pequena/média empresa,Até R$6.000,Pleno,PJ,Aceita candidatos de fora","['ReactJS', 'JavaScript', 'HTML', 'CSS']",Pleno,Não Remoto,PJ,6.000,ReactJS,JavaScript,HTML,CSS,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno","Node.js,JavaScript,HTML,Angular,AWS RDS (Relational Database Service),Docker","Nick Builder,Belo Horizonte,Startup,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora","['Node.js', 'JavaScript', 'HTML', 'Angular', 'AWS RDS (Relational Database Service)', 'Docker']",Pleno,Não Remoto,CLT / PJ,5.000,Node.js,JavaScript,HTML,Angular,AWS RDS (Relational Database Service),Docker,,,,,,
"Vencida, Pessoa Desenvolvedora de Sistemas .NET",".NET,Git,Angular","Instituto Atlântico ,Fortaleza,Grande empresa,Sênior,CLT,Aceita candidatos de fora","['.NET', 'Git', 'Angular']",Não especificado,Não Remoto,CLT,,.NET,Git,Angular,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack - Sênior PJ FULL TIME","JavaScript,.NET,Angular","Bume,Remoto,Startup,Sênior,CLT / PJ,Aceita candidatos de fora","['JavaScript', '.NET', 'Angular']",Sênior,Remoto,CLT / PJ,,JavaScript,.NET,Angular,,,,,,,,,
"Vencida, Analista de Integração","SQL Server,SQL,Excel","Inspira Rede de Educadores,Rio de Janeiro,Grande empresa,Pleno,CLT,Aceita candidatos de fora","['SQL Server', 'SQL', 'Excel']",Não especificado,Não Remoto,CLT,,SQL Server,SQL,Excel,,,,,,,,,
"Vencida, Desenvolvedor(a) Java Full Stack","Java,SQL Server,JavaScript,Git","PariPassu,florianópolis,Pequena/média empresa,Até R$4.000,Pleno,CLT,Aceita candidatos de fora","['Java', 'SQL Server', 'JavaScript', 'Git']",Não especificado,Não Remoto,CLT,4.000,Java,SQL Server,JavaScript,Git,,,,,,,,
"Vencida, Analista de Integração","SQL Server,SQL,Excel","Inspira Rede de Educadores,Rio de Janeiro,Grande empresa,Júnior,CLT,Aceita candidatos de fora","['SQL Server', 'SQL', 'Excel']",Não especificado,Não Remoto,CLT,,SQL Server,SQL,Excel,,,,,,,,,
"Vencida, Desenvolvedor(a) Salesforce","Salesforce,JavaScript,Java,Apex","Nescara Ltda,São Bernardo do Campo,Pequena/média empresa,Sênior,CLT / PJ,Aceita candidatos de fora","['Salesforce', 'JavaScript', 'Java', 'Apex']",Não especificado,Não Remoto,CLT / PJ,,Salesforce,JavaScript,Java,Apex,,,,,,,,
"Vencida, Programador(a) Java Sênior ","Spring,API,Java,MySQL,NoSQL","SOW Consultoria,São Paulo,Pequena/média empresa,Sênior,PJ,Não aceita candidatos de fora","['Spring', 'API', 'Java', 'MySQL', 'NoSQL']",Sênior,Não Remoto,PJ,,Spring,API,Java,MySQL,NoSQL,,,,,,,
"Vencida, Especialista em Sistema Bitrix","PHP,JavaScript,HTML,API,Apache,Angular","LA NEGOCIOS,Remoto,Pequena/média empresa,Até R$1.500,Júnior,PJ,Aceita candidatos de fora","['PHP', 'JavaScript', 'HTML', 'API', 'Apache', 'Angular']",Não especificado,Remoto,PJ,1.500,PHP,JavaScript,HTML,API,Apache,Angular,,,,,,
"Vencida, Desenvolvedor(a) Python Sênior","Python,Git,SQL","SingularityNET,Remoto,Pequena/média empresa,Até R$15.000,Sênior,CLT / PJ,Aceita candidatos de fora","['Python', 'Git', 'SQL']",Sênior,Remoto,CLT / PJ,15.000,Python,Git,SQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Front-end – Pleno","TypeScript,JavaScript,CSS,API,Angular,HTML","Espaço Vago Serviços e Intermediação de Negócios Ltda ,Belo Horizonte,Pequena/média empresa,Até R$5.000,Pleno,PJ,Não aceita candidatos de fora","['TypeScript', 'JavaScript', 'CSS', 'API', 'Angular', 'HTML']",Pleno,Não Remoto,PJ,5.000,TypeScript,JavaScript,CSS,API,Angular,HTML,,,,,,
"Vencida, Desenvolvedor(a) Front-End - Pleno","ReactJS,JavaScript,HTML,CSS","Código Digital,Remoto,Pequena/média empresa,Até R$3.500,Pleno,PJ,Aceita candidatos de fora","['ReactJS', 'JavaScript', 'HTML', 'CSS']",Pleno,Remoto,PJ,3.500,ReactJS,JavaScript,HTML,CSS,,,,,,,,
"Vencida, Desenvolvedor(a) Back-End SENIOR","XML,.NET,SQL Server,C#,API","Sigma4 soluções Objetivas,Belo Horizonte,Pequena/média empresa,Até R$8.000,Sênior,PJ,Aceita candidatos de fora","['XML', '.NET', 'SQL Server', 'C#', 'API']",Não especificado,Não Remoto,PJ,8.000,XML,.NET,SQL Server,C#,API,,,,,,,
"Vencida, Desenvolvedor(a) / Arquiteto(a) React","React Native,ReactJS,Java","SOW Consultoria,SÃO PAULO,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['React Native', 'ReactJS', 'Java']",Não especificado,Não Remoto,PJ,,React Native,ReactJS,Java,,,,,,,,,
"Vencida, Desenvolvedor(a) Front End - React","API,React Native,ReactJS,Redux","Agenda Edu,Fortaleza (CE),Startup,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora","['API', 'React Native', 'ReactJS', 'Redux']",Não especificado,Não Remoto,CLT / PJ,5.000,API,React Native,ReactJS,Redux,,,,,,,,
"Vencida, Programador(a) Front-end","Git,Vue.js,JavaScript","Accist,Remoto,Pequena/média empresa,Até R$2.000,Júnior,PJ,Aceita candidatos de fora","['Git', 'Vue.js', 'JavaScript']",Não especificado,Remoto,PJ,2.000,Git,Vue.js,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) C# Pleno ","SCRUM,HTML,Git,C#,Angular","SOW Consultoria,São Paulo,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora","['SCRUM', 'HTML', 'Git', 'C#', 'Angular']",Pleno,Não Remoto,PJ,,SCRUM,HTML,Git,C#,Angular,,,,,,,
"Vencida, Desenvolvedor(a) Back-End ",".NET,RESTful,API","IVIA,Remoto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora","['.NET', 'RESTful', 'API']",Não especificado,Remoto,CLT,,.NET,RESTful,API,,,,,,,,,
"Vencida, Desenvolvedor(a) Front-end (ReactJS) Pleno","API,ReactJS,JavaScript,CSS","Visor Brasil,Remoto,Startup,Até R$10.000,Pleno,PJ,Aceita candidatos de fora","['API', 'ReactJS', 'JavaScript', 'CSS']",Pleno,Remoto,PJ,10.000,API,ReactJS,JavaScript,CSS,,,,,,,,
"Vencida, Desenvolvedor(a) React JS Júnior - Home Office","JavaScript,HTML,SCRUM,Sass,ReactJS","ALT + F4 TECNOLOGIA,Remoto,Pequena/média empresa,Júnior,CLT / PJ,Aceita candidatos de fora","['JavaScript', 'HTML', 'SCRUM', 'Sass', 'ReactJS']",Júnior,Remoto,CLT / PJ,,JavaScript,HTML,SCRUM,Sass,ReactJS,,,,,,,
"Vencida, Desenvolvedor(a) Java Júnior - Home Office","Java,Hibernate,Git,Spring,MySQL,API","ALT + F4 TECNOLOGIA,Remoto,Pequena/média empresa,Júnior,CLT / PJ,Aceita candidatos de fora","['Java', 'Hibernate', 'Git', 'Spring', 'MySQL', 'API']",Júnior,Remoto,CLT / PJ,,Java,Hibernate,Git,Spring,MySQL,API,,,,,,
"Vencida, PROGRAMADOR(A) FULL STACK","ReactJS,PostgreSQL,PHP,Linux,Git","Atua Sistemas de Informação ,Passo Fundo,Pequena/média empresa,Júnior,CLT,Aceita candidatos de fora","['ReactJS', 'PostgreSQL', 'PHP', 'Linux', 'Git']",Não especificado,Não Remoto,CLT,,ReactJS,PostgreSQL,PHP,Linux,Git,,,,,,,
"Vencida, DESENVOLVEDOR(A) BACK-END SÊNIOR","PHP,NoSQL,MySQL,LUMEN,Laravel,kubernetes","Suno Research,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['PHP', 'NoSQL', 'MySQL', 'LUMEN', 'Laravel', 'kubernetes']",Sênior,Remoto,PJ,,PHP,NoSQL,MySQL,LUMEN,Laravel,kubernetes,,,,,,
"Vencida, DESENVOLVEDOR(A) FULL STACK PLENO","PHP,MySQL,jQuery,JavaScript","Suno Research,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora","['PHP', 'MySQL', 'jQuery', 'JavaScript']",Pleno,Remoto,PJ,,PHP,MySQL,jQuery,JavaScript,,,,,,,,
"Vencida, DESENVOLVEDOR(A) BACK-END PHP (PJ)","PHP,Git,Docker,Laravel,API","Grupo Malwee,Remoto,Grande empresa,Pleno,PJ,Aceita candidatos de fora","['PHP', 'Git', 'Docker', 'Laravel', 'API']",Não especificado,Remoto,PJ,,PHP,Git,Docker,Laravel,API,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno","React Native,Node.js,MySQL,MongoDB,AWS S3,ReactJS","Agência Eu Procuro,São Paulo,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora","['React Native', 'Node.js', 'MySQL', 'MongoDB', 'AWS S3', 'ReactJS']",Pleno,Não Remoto,PJ,6.000,React Native,Node.js,MySQL,MongoDB,AWS S3,ReactJS,,,,,,
"Vencida, Desenvolvedor(a) Mobile Flutter/Dart Pleno","RESTful,Git,API,Flutter,Dart","Atlântico Digital,São Paulo,Pequena/média empresa,Até R$4.000,Pleno,CLT / PJ,Aceita candidatos de fora","['RESTful', 'Git', 'API', 'Flutter', 'Dart']",Pleno,Não Remoto,CLT / PJ,4.000,RESTful,Git,API,Flutter,Dart,,,,,,,
"Vencida, Desenvolvedor(a) Angular Pleno","JavaScript,HTML,Git,CSS,API,Angular","FMX Soluções em Tecnologia,Remoto,Pequena/média empresa,Até R$4.000,Pleno,CLT / PJ,Aceita candidatos de fora","['JavaScript', 'HTML', 'Git', 'CSS', 'API', 'Angular']",Pleno,Remoto,CLT / PJ,4.000,JavaScript,HTML,Git,CSS,API,Angular,,,,,,
"Vencida, Desenvolvedor(a) .Net Core Sênior",".NET,API,C#,Git,SQL Server","LottoCap,São Paulo,Startup,Até R$12.000,Sênior,PJ,Aceita candidatos de fora","['.NET', 'API', 'C#', 'Git', 'SQL Server']",Sênior,Não Remoto,PJ,12.000,.NET,API,C#,Git,SQL Server,,,,,,,
"Vencida, Desenvolvedor(a) Back-End","Ruby on Rails,Google Cloud,AWS RDS (Relational Database Service)","Thinkseg,São Paulo,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora","['Ruby on Rails', 'Google Cloud', 'AWS RDS (Relational Database Service)']",Não especificado,Não Remoto,PJ,6.000,Ruby on Rails,Google Cloud,AWS RDS (Relational Database Service),,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack [CTO]","Ruby on Rails,iOS,Android,API","FitLab,Remoto,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora","['Ruby on Rails', 'iOS', 'Android', 'API']",Não especificado,Remoto,PJ,6.000,Ruby on Rails,iOS,Android,API,,,,,,,,
"Vencida, Desenvolvedor(a) full stak","Ruby on Rails,Node.js,React Native","FitLab,Remoto,Startup,Pleno,PJ,Aceita candidatos de fora","['Ruby on Rails', 'Node.js', 'React Native']",Não especificado,Remoto,PJ,,Ruby on Rails,Node.js,React Native,,,,,,,,,
"Vencida, Desenvolvedor(a) WordPress Pleno","PHP,WordPress,JavaScript,Google Analytics,CSS,HTML","Civiam,São Paulo,Pequena/média empresa,Até R$6.000,Pleno,PJ,Não aceita candidatos de fora","['PHP', 'WordPress', 'JavaScript', 'Google Analytics', 'CSS', 'HTML']",Pleno,Não Remoto,PJ,6.000,PHP,WordPress,JavaScript,Google Analytics,CSS,HTML,,,,,,
"Vencida, Desenvolvedor(a) Woocommece ","WordPress,PHP,CSS,API","Venda 10,Belo Horizonte,Startup,Pleno,CLT / PJ,Não aceita candidatos de fora","['WordPress', 'PHP', 'CSS', 'API']",Não especificado,Não Remoto,CLT / PJ,,WordPress,PHP,CSS,API,,,,,,,,
"Vencida, Programador(a) PHP ","PHP,MySQL,JavaScript,HTML,RESTful,Git","EMPRESTA SOLUÇÕES E NEGÓCIOS LTDA,Remoto,Pequena/média empresa,Até R$6.000,Pleno,CLT,Aceita candidatos de fora","['PHP', 'MySQL', 'JavaScript', 'HTML', 'RESTful', 'Git']",Não especificado,Remoto,CLT,6.000,PHP,MySQL,JavaScript,HTML,RESTful,Git,,,,,,
"Vencida, Programador(a) Back-End","SQL Server,Java,ORACLE,Spring","Mais que Empreender,São Paulo,Pequena/média empresa,Até R$10.000,Pleno,PJ,Aceita candidatos de fora","['SQL Server', 'Java', 'ORACLE', 'Spring']",Não especificado,Não Remoto,PJ,10.000,SQL Server,Java,ORACLE,Spring,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack - PHP","PHP,MySQL,JavaScript,HTML,CSS","Pix Mídia,Esteio,Startup,Até R$4.000,Pleno,CLT / PJ,Não aceita candidatos de fora","['PHP', 'MySQL', 'JavaScript', 'HTML', 'CSS']",Não especificado,Não Remoto,CLT / PJ,4.000,PHP,MySQL,JavaScript,HTML,CSS,,,,,,,
"Vencida, Analista de Tecnologia da Informação Pleno","RESTful,PostgreSQL,Java,API,Apache","Sistema Meteorológico do Paraná - Simepar,Curitiba,Pequena/média empresa,Até R$7.000,Pleno,CLT,Aceita candidatos de fora","['RESTful', 'PostgreSQL', 'Java', 'API', 'Apache']",Pleno,Não Remoto,CLT,7.000,RESTful,PostgreSQL,Java,API,Apache,,,,,,,
"Vencida, DEV Back-End","JavaScript,Java,ReactJS,PostgreSQL,Angular","Agefis,Fortaleza,Pequena/média empresa,Até R$7.000,Pleno,CLT,Aceita candidatos de fora","['JavaScript', 'Java', 'ReactJS', 'PostgreSQL', 'Angular']",Não especificado,Não Remoto,CLT,7.000,JavaScript,Java,ReactJS,PostgreSQL,Angular,,,,,,,
"Vencida, Tech Lead Full Stack (PR)","ReactJS,Python,Node.js,JavaScript","Grupo Boticário,Curitiba,Grande empresa,Sênior,CLT,Aceita candidatos de fora","['ReactJS', 'Python', 'Node.js', 'JavaScript']",Não especificado,Não Remoto,CLT,,ReactJS,Python,Node.js,JavaScript,,,,,,,,
"Vencida, Engenheiro de Software Sênior","RESTful,PostgreSQL,Git,Docker","RadSquare Tecnologia,São Paulo,Startup,Sênior,PJ,Aceita candidatos de fora","['RESTful', 'PostgreSQL', 'Git', 'Docker']",Sênior,Não Remoto,PJ,,RESTful,PostgreSQL,Git,Docker,,,,,,,,
"Vencida, Engenheiro de Software Pleno","Testes unitários,Testes automatizados,RESTful,Git,CSS,SQL","RadSquare Tecnologia,São Paulo,Startup,Até R$7.000,Pleno,PJ,Aceita candidatos de fora","['Testes unitários', 'Testes automatizados', 'RESTful', 'Git', 'CSS', 'SQL']",Pleno,Não Remoto,PJ,7.000,Testes unitários,Testes automatizados,RESTful,Git,CSS,SQL,,,,,,
"Vencida, Senior Software Engineer","Python,JavaScript,Git,Docker","DATARISK. IO SOLUCOES ANALITICAS E TECNOLOGICAS SA,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora","['Python', 'JavaScript', 'Git', 'Docker']",Não especificado,Remoto,PJ,,Python,JavaScript,Git,Docker,,,,,,,,
"Vencida, Desenvolvedor(a) Mobile IOS /Android","Swift,React Native,Objective-C,iOS,Git,Android","RSI,São Paulo,Grande empresa,Pleno,CLT,Aceita candidatos de fora","['Swift', 'React Native', 'Objective-C', 'iOS', 'Git', 'Android']",Não especificado,Não Remoto,CLT,,Swift,React Native,Objective-C,iOS,Git,Android,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Sr","Node.js,Java,MySQL,ReactJS,jQuery,JavaScript","BridgeYou,Campinas, SP,Startup,Sênior,CLT,Aceita candidatos de fora","['Node.js', 'Java', 'MySQL', 'ReactJS', 'jQuery', 'JavaScript']",Não especificado,Não Remoto,CLT,,Node.js,Java,MySQL,ReactJS,jQuery,JavaScript,,,,,,
"Vencida, Desenvolvedor(a) .NET Senior","Web API,C#,.NET,SQL Server","White Fox,Remoto,Pequena/média empresa,Até R$10.000,Sênior,CLT / PJ,Aceita candidatos de fora","['Web API', 'C#', '.NET', 'SQL Server']",Não especificado,Remoto,CLT / PJ,10.000,Web API,C#,.NET,SQL Server,,,,,,,,
"Vencida, Desenvolvedor(a) .Net","C#,JavaScript,.NET,API,Angular","Codecycle,São Paulo,Pequena/média empresa,Até R$10.000,Sênior,PJ,Não aceita candidatos de fora","['C#', 'JavaScript', '.NET', 'API', 'Angular']",Não especificado,Não Remoto,PJ,10.000,C#,JavaScript,.NET,API,Angular,,,,,,,
"Vencida, Programador(a) PHP Pleno","Laravel,PHP,Git","Dimona,Remoto,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora","['Laravel', 'PHP', 'Git']",Pleno,Remoto,CLT / PJ,5.000,Laravel,PHP,Git,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP Pleno","HTML,API,PHP,MySQL,JavaScript,Laravel","BeeLabs,São Paulo ,Pequena/média empresa,Até R$4.000,Pleno,CLT,Não aceita candidatos de fora","['HTML', 'API', 'PHP', 'MySQL', 'JavaScript', 'Laravel']",Pleno,Não Remoto,CLT,4.000,HTML,API,PHP,MySQL,JavaScript,Laravel,,,,,,
"Vencida, Analista Programador(a) Full Stack","ReactJS,MySQL,JavaScript,HTML,CSS,PHP","Trainning Education Center,São Paulo,Pequena/média empresa,Pleno,CLT / PJ,Não aceita candidatos de fora","['ReactJS', 'MySQL', 'JavaScript', 'HTML', 'CSS', 'PHP']",Não especificado,Não Remoto,CLT / PJ,,ReactJS,MySQL,JavaScript,HTML,CSS,PHP,,,,,,
"Vencida, Desenvolvedor(a) Mobile iOS","Swift,Objective-C,iOS,API","SCOND ,São José/SC,Startup,Pleno,CLT / PJ,Aceita candidatos de fora","['Swift', 'Objective-C', 'iOS', 'API']",Não especificado,Não Remoto,CLT / PJ,,Swift,Objective-C,iOS,API,,,,,,,,
"Vencida, Programador(a) PHP ","PHP,jQuery,JavaScript,HTML,CSS","Yeah Bank Pagamentos LTDA,Carapicuíba,Startup,Até R$2.000,Júnior,PJ,Aceita candidatos de fora","['PHP', 'jQuery', 'JavaScript', 'HTML', 'CSS']",Não especificado,Não Remoto,PJ,2.000,PHP,jQuery,JavaScript,HTML,CSS,,,,,,,
"Vencida, Desenvolvedor(a) Mobile","Android,Java,Kotlin","Rede Vistorias,Florianópolis SC,Startup,Até R$6.000,Pleno,CLT / PJ,Aceita candidatos de fora","['Android', 'Java', 'Kotlin']",Não especificado,Não Remoto,CLT / PJ,6.000,Android,Java,Kotlin,,,,,,,,,
"Vencida, Desenvolvedor(a) Ruby Sr","JavaScript,RESTful,Ruby on Rails","Maxihost,Remoto,Pequena/média empresa,Até R$8.000,Sênior,CLT,Aceita candidatos de fora","['JavaScript', 'RESTful', 'Ruby on Rails']",Não especificado,Remoto,CLT,8.000,JavaScript,RESTful,Ruby on Rails,,,,,,,,,
"Vencida, Reparo e Desenvolvimento","SQL,Ruby on Rails,MySQL","DYAMOND CARD,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora","['SQL', 'Ruby on Rails', 'MySQL']",Não especificado,Remoto,PJ,,SQL,Ruby on Rails,MySQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Front-End React Sênior ","ReactJS,JavaScript,API,HTML,CSS","Itelios,Remoto,Pequena/média empresa,Até R$10.000,Sênior,PJ / CLT,Aceita candidatos de fora","['ReactJS', 'JavaScript', 'API', 'HTML', 'CSS']",Sênior,Remoto,PJ / CLT,10.000,ReactJS,JavaScript,API,HTML,CSS,,,,,,,
"Vencida, Especialista Magento 2 - PHP, CSS, HTML (Loja Virtual)","PHP,Magento,JavaScript,HTML,CSS,API","Jc Decor,BELO HORIZONTE,Pequena/média empresa,Até R$3.000,Pleno,PJ,Aceita candidatos de fora","['PHP', 'Magento', 'JavaScript', 'HTML', 'CSS', 'API']",Não especificado,Não Remoto,PJ,3.000,PHP,Magento,JavaScript,HTML,CSS,API,,,,,,
"Vencida, Desenvolvedor(a) Sênior","TypeScript,ReactJS,jQuery,JavaScript,HTML,CSS","Euro It,Curitiba,Pequena/média empresa,Até R$8.000,Sênior,PJ,Aceita candidatos de fora","['TypeScript', 'ReactJS', 'jQuery', 'JavaScript', 'HTML', 'CSS']",Sênior,Não Remoto,PJ,8.000,TypeScript,ReactJS,jQuery,JavaScript,HTML,CSS,,,,,,
"Vencida, Analista de Programação PL","CSS,JavaScript,Git,Node.js,Testes automatizados,Testes unitários","Grupo Memorial,São Paulo,Pequena/média empresa,Até R$4.000,Pleno,CLT,Aceita candidatos de fora","['CSS', 'JavaScript', 'Git', 'Node.js', 'Testes automatizados', 'Testes unitários']",Não especificado,Não Remoto,CLT,4.000,CSS,JavaScript,Git,Node.js,Testes automatizados,Testes unitários,,,,,,
"Vencida, Desenvolvedor(a) PHP ","SQL,JavaScript,Git,CSS,HTML,PHP","Auto Avaliar ,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['SQL', 'JavaScript', 'Git', 'CSS', 'HTML', 'PHP']",Não especificado,Remoto,PJ,,SQL,JavaScript,Git,CSS,HTML,PHP,,,,,,
"Vencida, Desenvolvedor(a) PL/SQL Oracle - Sênior","SQL,PLSQL,ORACLE","ARIUS SISTEMAS,Remoto,Pequena/média empresa,Até R$7.000,Sênior,CLT,Aceita candidatos de fora","['SQL', 'PLSQL', 'ORACLE']",Sênior,Remoto,CLT,7.000,SQL,PLSQL,ORACLE,,,,,,,,,
"Vencida, Desenvolvedor(a) Front-End","Redux,ReactJS,JavaScript","Instituto Atlântico ,Remoto,Grande empresa,Pleno,CLT,Aceita candidatos de fora","['Redux', 'ReactJS', 'JavaScript']",Não especificado,Remoto,CLT,,Redux,ReactJS,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) NodeJS Pleno","Node.js,JavaScript,Express,NoSQL,HTML,CSS","Talk Radio,Remoto,Pequena/média empresa,Até R$3.000,Pleno,PJ,Aceita candidatos de fora","['Node.js', 'JavaScript', 'Express', 'NoSQL', 'HTML', 'CSS']",Pleno,Remoto,PJ,3.000,Node.js,JavaScript,Express,NoSQL,HTML,CSS,,,,,,
"Vencida, Desenvolvedor(a) Back-End","RESTful,SQL,PHP","Rede Vistorias,Florianópolis/SC,Startup,Sênior,CLT / PJ,Aceita candidatos de fora","['RESTful', 'SQL', 'PHP']",Não especificado,Não Remoto,CLT / PJ,,RESTful,SQL,PHP,,,,,,,,,
"Vencida, Desenvolvedor(a) Python Sr","RESTful,Python,JavaScript","Maxihost,Remoto,Pequena/média empresa,Até R$8.000,Sênior,CLT,Aceita candidatos de fora","['RESTful', 'Python', 'JavaScript']",Não especificado,Remoto,CLT,8.000,RESTful,Python,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) Front-End Pleno","JavaScript,HTML,CSS,Git","Agência Kreative,Sorocaba,Pequena/média empresa,Até R$4.000,Pleno,CLT / PJ,Não aceita candidatos de fora","['JavaScript', 'HTML', 'CSS', 'Git']",Pleno,Não Remoto,CLT / PJ,4.000,JavaScript,HTML,CSS,Git,,,,,,,,
"Vencida, Software Engineer - Java","SQL,Java,NoSQL,API","Pismo,Remoto,Startup,Sênior,CLT,Aceita candidatos de fora","['SQL', 'Java', 'NoSQL', 'API']",Não especificado,Remoto,CLT,,SQL,Java,NoSQL,API,,,,,,,,
"Vencida,  Desenvolvedor(a) Front End","TypeScript,JavaScript,HTML,Git,API,Angular","Result Solutions,Remoto,Pequena/média empresa,Até R$6.000,Pleno,PJ,Aceita candidatos de fora","['TypeScript', 'JavaScript', 'HTML', 'Git', 'API', 'Angular']",Não especificado,Remoto,PJ,6.000,TypeScript,JavaScript,HTML,Git,API,Angular,,,,,,
"Vencida, Developer Front-End MERN - Periodo Integral","CSS,ReactJS,Kanban,API,Nginx","Jump For All,Remoto,Startup,Até R$6.000,Sênior,PJ,Aceita candidatos de fora","['CSS', 'ReactJS', 'Kanban', 'API', 'Nginx']",Não especificado,Remoto,PJ,6.000,CSS,ReactJS,Kanban,API,Nginx,,,,,,,
"Vencida, DESENVOLVEDOR(A) PHP PLENO / SENIOR","SQL Server,PHP,Node.js,JavaScript,HTML,CSS","SA Informática,Belo Horizonte,Pequena/média empresa,Sênior,CLT,Não aceita candidatos de fora","['SQL Server', 'PHP', 'Node.js', 'JavaScript', 'HTML', 'CSS']",Pleno,Não Remoto,CLT,,SQL Server,PHP,Node.js,JavaScript,HTML,CSS,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno","PHP,jQuery,JavaScript,HTML,API,CSS","Ally:code,São Caetano do Sul,Pequena/média empresa,Até R$6.000,Pleno,PJ,Aceita candidatos de fora","['PHP', 'jQuery', 'JavaScript', 'HTML', 'API', 'CSS']",Pleno,Não Remoto,PJ,6.000,PHP,jQuery,JavaScript,HTML,API,CSS,,,,,,
"Vencida, Desenvolvedor(a) Front-End Pleno","jQuery,Sass,JavaScript,HTML,API,CSS","Ally:code,São Caetano do Sul,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora","['jQuery', 'Sass', 'JavaScript', 'HTML', 'API', 'CSS']",Pleno,Não Remoto,PJ,5.000,jQuery,Sass,JavaScript,HTML,API,CSS,,,,,,
"Vencida, Desenvolvedor(a) Front-End Vue.JS Junior","Vue.js,HTML,CSS","Duotalk,Remoto,Startup,Até R$2.500,Júnior,CLT / PJ,Aceita candidatos de fora","['Vue.js', 'HTML', 'CSS']",Não especificado,Remoto,CLT / PJ,2.500,Vue.js,HTML,CSS,,,,,,,,,
"Vencida, Desenvolvedor(a) ASP.NET MVC","CSS,C#,.NET,SQL Server,jQuery,HTML","Sinctec Sistemas LTDA,São Paulo,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora","['CSS', 'C#', '.NET', 'SQL Server', 'jQuery', 'HTML']",Não especificado,Não Remoto,CLT / PJ,5.000,CSS,C#,.NET,SQL Server,jQuery,HTML,,,,,,
"Vencida, Desenvolvedor(a) Node.js | ReactJs | React Native Full Stack","React Native,ReactJS,PostgreSQL,Node.js,MongoDB,JavaScript","Markdigx,Londrina, PR,Startup,Até R$5.000,Pleno,CLT / PJ,Não aceita candidatos de fora","['React Native', 'ReactJS', 'PostgreSQL', 'Node.js', 'MongoDB', 'JavaScript']",Não especificado,Não Remoto,CLT / PJ,5.000,React Native,ReactJS,PostgreSQL,Node.js,MongoDB,JavaScript,,,,,,
