nome,tecnologia,outrosDetalhes
"Vencida, Desenvolvedor(a) Back-End Pleno","TypeScript,PostgreSQL,PHP,JavaScript,API,Node.js","adōpets,Remoto,Startup,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) WEB","CSS,HTML,PHP,MySQL","Desenvolvimento,Poços de caldas,Pequena/média empresa,Sênior,PJ / CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Sênior Full Stack","ReactJS,Node.js,MongoDB,AWS EC2 (Elastic Compute Cloud),JavaScript","Formare Tech,Remoto,Pequena/média empresa,Até R$8.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) RUST Júnior","AppleScript,Android,Rust","Easy Web USA,Remoto,Startup,Até R$2.500,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) RUST Sênior","Rust,AppleScript,Android","Easy Web USA,Remoto,Startup,Até R$4.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) JAVA SÊNIOR","Spring,JSF,Java,Hibernate,ECLiPSe","GZ Sistemas Imp e Com Ltda,Remoto,Pequena/média empresa,Até R$8.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Flutter Sênior","Flutter,JSON,Git","Ficagna & Casali Sistemas LTDA,Remoto,Startup,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) C# .NET ","Node.js,.NET,C#,ReactJS","SOW Consultoria,Rio de Janeiro,Pequena/média empresa,Até R$15.000,Sênior,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python Pleno (+ DevOps)","Linux,HTTP,SQL,RESTful,Python,NoSQL","Cleartech,Barueri,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End - JavaScript + React","ReactJS,Angular,JavaScript,React Native","Agefis,Fortaleza,Pequena/média empresa,Até R$3.500,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Analista / Desenvolvedor(a) Wordpress PHP","PHP,JavaScript,WordPress,CSS","Pro Educacional,Remoto,Startup,Até R$6.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python Sr","Testes automatizados,Docker,Django,Design Pattern,API,Python","Telavita,São Paulo,Startup,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Developer Front-End SR","HTML,JavaScript,CSS","SOW Consultoria,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End Pleno","PHP,MySQL,Elasticsearch","WEBJUMP,Remoto,Pequena/média empresa,Até R$8.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End Pleno","ReactJS,JavaScript,HTML,CSS","WEBJUMP,São Paulo,Pequena/média empresa,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Pleno","Node.js,JavaScript,HTML,Angular,AWS RDS (Relational Database Service),Docker","Nick Builder,Belo Horizonte,Startup,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Pessoa Desenvolvedora de Sistemas .NET",".NET,Git,Angular","Instituto Atlântico ,Fortaleza,Grande empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack - Sênior PJ FULL TIME","JavaScript,.NET,Angular","Bume,Remoto,Startup,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Analista de Integração","SQL Server,SQL,Excel","Inspira Rede de Educadores,Rio de Janeiro,Grande empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Full Stack","Java,SQL Server,JavaScript,Git","PariPassu,florianópolis,Pequena/média empresa,Até R$4.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Analista de Integração","SQL Server,SQL,Excel","Inspira Rede de Educadores,Rio de Janeiro,Grande empresa,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Salesforce","Salesforce,JavaScript,Java,Apex","Nescara Ltda,São Bernardo do Campo,Pequena/média empresa,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Java Sênior ","Spring,API,Java,MySQL,NoSQL","SOW Consultoria,São Paulo,Pequena/média empresa,Sênior,PJ,Não aceita candidatos de fora"
"Vencida, Especialista em Sistema Bitrix","PHP,JavaScript,HTML,API,Apache,Angular","LA NEGOCIOS,Remoto,Pequena/média empresa,Até R$1.500,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python Sênior","Python,Git,SQL","SingularityNET,Remoto,Pequena/média empresa,Até R$15.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-end – Pleno","TypeScript,JavaScript,CSS,API,Angular,HTML","Espaço Vago Serviços e Intermediação de Negócios Ltda ,Belo Horizonte,Pequena/média empresa,Até R$5.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End - Pleno","ReactJS,JavaScript,HTML,CSS","Código Digital,Remoto,Pequena/média empresa,Até R$3.500,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End SENIOR","XML,.NET,SQL Server,C#,API","Sigma4 soluções Objetivas,Belo Horizonte,Pequena/média empresa,Até R$8.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) / Arquiteto(a) React","React Native,ReactJS,Java","SOW Consultoria,SÃO PAULO,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front End - React","API,React Native,ReactJS,Redux","Agenda Edu,Fortaleza (CE),Startup,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Front-end","Git,Vue.js,JavaScript","Accist,Remoto,Pequena/média empresa,Até R$2.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) C# Pleno ","SCRUM,HTML,Git,C#,Angular","SOW Consultoria,São Paulo,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End ",".NET,RESTful,API","IVIA,Remoto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-end (ReactJS) Pleno","API,ReactJS,JavaScript,CSS","Visor Brasil,Remoto,Startup,Até R$10.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) React JS Júnior - Home Office","JavaScript,HTML,SCRUM,Sass,ReactJS","ALT + F4 TECNOLOGIA,Remoto,Pequena/média empresa,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Júnior - Home Office","Java,Hibernate,Git,Spring,MySQL,API","ALT + F4 TECNOLOGIA,Remoto,Pequena/média empresa,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, PROGRAMADOR(A) FULL STACK","ReactJS,PostgreSQL,PHP,Linux,Git","Atua Sistemas de Informação ,Passo Fundo,Pequena/média empresa,Júnior,CLT,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) BACK-END SÊNIOR","PHP,NoSQL,MySQL,LUMEN,Laravel,kubernetes","Suno Research,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) FULL STACK PLENO","PHP,MySQL,jQuery,JavaScript","Suno Research,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) BACK-END PHP (PJ)","PHP,Git,Docker,Laravel,API","Grupo Malwee,Remoto,Grande empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Pleno","React Native,Node.js,MySQL,MongoDB,AWS S3,ReactJS","Agência Eu Procuro,São Paulo,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile Flutter/Dart Pleno","RESTful,Git,API,Flutter,Dart","Atlântico Digital,São Paulo,Pequena/média empresa,Até R$4.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Angular Pleno","JavaScript,HTML,Git,CSS,API,Angular","FMX Soluções em Tecnologia,Remoto,Pequena/média empresa,Até R$4.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .Net Core Sênior",".NET,API,C#,Git,SQL Server","LottoCap,São Paulo,Startup,Até R$12.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End","Ruby on Rails,Google Cloud,AWS RDS (Relational Database Service)","Thinkseg,São Paulo,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack [CTO]","Ruby on Rails,iOS,Android,API","FitLab,Remoto,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) full stak","Ruby on Rails,Node.js,React Native","FitLab,Remoto,Startup,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) WordPress Pleno","PHP,WordPress,JavaScript,Google Analytics,CSS,HTML","Civiam,São Paulo,Pequena/média empresa,Até R$6.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Woocommece ","WordPress,PHP,CSS,API","Venda 10,Belo Horizonte,Startup,Pleno,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Programador(a) PHP ","PHP,MySQL,JavaScript,HTML,RESTful,Git","EMPRESTA SOLUÇÕES E NEGÓCIOS LTDA,Remoto,Pequena/média empresa,Até R$6.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Programador(a) Back-End","SQL Server,Java,ORACLE,Spring","Mais que Empreender,São Paulo,Pequena/média empresa,Até R$10.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack - PHP","PHP,MySQL,JavaScript,HTML,CSS","Pix Mídia,Esteio,Startup,Até R$4.000,Pleno,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Analista de Tecnologia da Informação Pleno","RESTful,PostgreSQL,Java,API,Apache","Sistema Meteorológico do Paraná - Simepar,Curitiba,Pequena/média empresa,Até R$7.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, DEV Back-End","JavaScript,Java,ReactJS,PostgreSQL,Angular","Agefis,Fortaleza,Pequena/média empresa,Até R$7.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Tech Lead Full Stack (PR)","ReactJS,Python,Node.js,JavaScript","Grupo Boticário,Curitiba,Grande empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Engenheiro de Software Sênior","RESTful,PostgreSQL,Git,Docker","RadSquare Tecnologia,São Paulo,Startup,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Engenheiro de Software Pleno","Testes unitários,Testes automatizados,RESTful,Git,CSS,SQL","RadSquare Tecnologia,São Paulo,Startup,Até R$7.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Senior Software Engineer","Python,JavaScript,Git,Docker","DATARISK. IO SOLUCOES ANALITICAS E TECNOLOGICAS SA,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile IOS /Android","Swift,React Native,Objective-C,iOS,Git,Android","RSI,São Paulo,Grande empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Sr","Node.js,Java,MySQL,ReactJS,jQuery,JavaScript","BridgeYou,Campinas, SP,Startup,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET Senior","Web API,C#,.NET,SQL Server","White Fox,Remoto,Pequena/média empresa,Até R$10.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .Net","C#,JavaScript,.NET,API,Angular","Codecycle,São Paulo,Pequena/média empresa,Até R$10.000,Sênior,PJ,Não aceita candidatos de fora"
"Vencida, Programador(a) PHP Pleno","Laravel,PHP,Git","Dimona,Remoto,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP Pleno","HTML,API,PHP,MySQL,JavaScript,Laravel","BeeLabs,São Paulo ,Pequena/média empresa,Até R$4.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Analista Programador(a) Full Stack","ReactJS,MySQL,JavaScript,HTML,CSS,PHP","Trainning Education Center,São Paulo,Pequena/média empresa,Pleno,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile iOS","Swift,Objective-C,iOS,API","SCOND ,São José/SC,Startup,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Programador(a) PHP ","PHP,jQuery,JavaScript,HTML,CSS","Yeah Bank Pagamentos LTDA,Carapicuíba,Startup,Até R$2.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile","Android,Java,Kotlin","Rede Vistorias,Florianópolis SC,Startup,Até R$6.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Ruby Sr","JavaScript,RESTful,Ruby on Rails","Maxihost,Remoto,Pequena/média empresa,Até R$8.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Reparo e Desenvolvimento","SQL,Ruby on Rails,MySQL","DYAMOND CARD,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End React Sênior ","ReactJS,JavaScript,API,HTML,CSS","Itelios,Remoto,Pequena/média empresa,Até R$10.000,Sênior,PJ / CLT,Aceita candidatos de fora"
"Vencida, Especialista Magento 2 - PHP, CSS, HTML (Loja Virtual)","PHP,Magento,JavaScript,HTML,CSS,API","Jc Decor,BELO HORIZONTE,Pequena/média empresa,Até R$3.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Sênior","TypeScript,ReactJS,jQuery,JavaScript,HTML,CSS","Euro It,Curitiba,Pequena/média empresa,Até R$8.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Analista de Programação PL","CSS,JavaScript,Git,Node.js,Testes automatizados,Testes unitários","Grupo Memorial,São Paulo,Pequena/média empresa,Até R$4.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP ","SQL,JavaScript,Git,CSS,HTML,PHP","Auto Avaliar ,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PL/SQL Oracle - Sênior","SQL,PLSQL,ORACLE","ARIUS SISTEMAS,Remoto,Pequena/média empresa,Até R$7.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End","Redux,ReactJS,JavaScript","Instituto Atlântico ,Remoto,Grande empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) NodeJS Pleno","Node.js,JavaScript,Express,NoSQL,HTML,CSS","Talk Radio,Remoto,Pequena/média empresa,Até R$3.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End","RESTful,SQL,PHP","Rede Vistorias,Florianópolis/SC,Startup,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python Sr","RESTful,Python,JavaScript","Maxihost,Remoto,Pequena/média empresa,Até R$8.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End Pleno","JavaScript,HTML,CSS,Git","Agência Kreative,Sorocaba,Pequena/média empresa,Até R$4.000,Pleno,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Software Engineer - Java","SQL,Java,NoSQL,API","Pismo,Remoto,Startup,Sênior,CLT,Aceita candidatos de fora"
"Vencida,  Desenvolvedor(a) Front End","TypeScript,JavaScript,HTML,Git,API,Angular","Result Solutions,Remoto,Pequena/média empresa,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Developer Front-End MERN - Periodo Integral","CSS,ReactJS,Kanban,API,Nginx","Jump For All,Remoto,Startup,Até R$6.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) PHP PLENO / SENIOR","SQL Server,PHP,Node.js,JavaScript,HTML,CSS","SA Informática,Belo Horizonte,Pequena/média empresa,Sênior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Pleno","PHP,jQuery,JavaScript,HTML,API,CSS","Ally:code,São Caetano do Sul,Pequena/média empresa,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End Pleno","jQuery,Sass,JavaScript,HTML,API,CSS","Ally:code,São Caetano do Sul,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-End Vue.JS Junior","Vue.js,HTML,CSS","Duotalk,Remoto,Startup,Até R$2.500,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) ASP.NET MVC","CSS,C#,.NET,SQL Server,jQuery,HTML","Sinctec Sistemas LTDA,São Paulo,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Node.js | ReactJs | React Native Full Stack","React Native,ReactJS,PostgreSQL,Node.js,MongoDB,JavaScript","Markdigx,Londrina, PR,Startup,Até R$5.000,Pleno,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Node.js Pleno","PostgreSQL,Node.js,MongoDB","Markdigx,Londrina, PR,Startup,Até R$5.000,Pleno,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End Pleno","Web Services,PHP,MySQL","MJP Controller,São Paulo,Pequena/média empresa,Até R$6.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack - .Net/React/React Native Sr","React Native,ReactJS,API,Node.js,.NET,Angular","Carepass,São Paulo,Startup,Até R$12.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Júnior","PHP,JavaScript,HTML,CSS,Git","JP Comércio Digital do Brasil,Santo André,Pequena/média empresa,Até R$3.000,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) para Websites Full Stack – Remoto Meio Expediente","PHP,MySQL,HTML,WordPress,CSS","Shelter Cursos Em Protecao e Seguranca Maritima LTDA.,Remoto,Pequena/média empresa,Até R$3.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack React + Java 8","React Native,JavaScript,Java","Nova Tendência Informática Ltda,São Paulo,Pequena/média empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back End Python/Django","Python,Git,Django,PostgreSQL","Volare Consultoria,Remoto,Pequena/média empresa,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP, CSS, HTML (loja virtual)","JavaScript,Magento,PHP,HTML,CSS","Jc Decor,Remoto,Pequena/média empresa,Até R$2.500,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Full Stack Pleno","PLSQL,Java,HTML","Empresa  de Telecomunicações da Alta Mogiana Ltda ,Ribeirão Preto - SP ,Pequena/média empresa,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) FullStack","Node.js,.NET,C#,Angular","Eleva Educação,Rio de Janeiro,Grande empresa,Sênior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) FullStack",".NET,C#,Angular,JavaScript,Node.js","Eleva Educação,Rio de Janeiro,Grande empresa,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Ruby on Rails Pleno","Ruby on Rails,Linux,CSS,PostgreSQL,JavaScript","CliniClick,São Paulo,Startup,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a)/Programador(a) Full Stack Pleno","Git,JavaScript,HTML,API","Mamba Culture,Remoto,Startup,Até R$2.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) FullStack ReactJs+Python Pleno","Redis,ReactJS,Python,MongoDB,API,CSS","Denox,Remoto,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java ","Git,RESTful,Java","Techrom Tecnologia,Remoto,Pequena/média empresa,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Flutter Sênior","JSON,Git,Flutter,API","Ficagna & Casali Sistemas LTDA,Remoto,Startup,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python Senior ","Python,JavaScript,API","Sallve Beauty,São Paulo,Startup,Até R$10.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Software Engineer Go","Docker,SQL,API,Java,Go","Pismo,Remoto,Startup,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python","Python,Docker,RESTful,API","RNA Tecnologia,Curitiba,Pequena/média empresa,Até R$1.500,Júnior,Estágio,Não aceita candidatos de fora"
"Vencida, Estagiário Analista de Suporte","PHP,JavaScript,HTML","AZAP SISTEMAS PARA LOGÍSTICA LTDA,Belo Horizonte,Startup,Até R$1.500,Júnior,Estágio,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) React.JS Sênior","Testes unitários,ReactJS,Git","Vortigo,Porto Alegre,Pequena/média empresa,Sênior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor (a) Android Sênior","RESTful,Kotlin,Java,Android","Vortigo,Porto Alegre,Pequena/média empresa,Sênior,CLT,Não aceita candidatos de fora"
"Vencida, Engenheiro(a) de Dados","Python,Scala,SQL","Zenvia Mobile,Porto Alegre,Pequena/média empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Back End Developer Node.js - Integração (PR)","Node.js,API,Git","Grupo Boticário,Curitiba,Grande empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Junior","PHP,MySQL,Git,JavaScript,TypeScript","SIGNOWEB,Remoto,Pequena/média empresa,Até R$2.500,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Node.js","Node.js,Redis,ReactJS,PostgreSQL,JavaScript,Git","GCM Games,Remoto,Pequena/média empresa,Até R$3.500,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Pleno","JavaScript,JavaEE,Java","Boavista Tecnologia,Fortaleza,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python Pleno/Sênior","DevOps,Python,PostgreSQL,Flask,Elixir","SIC SERVIÇOS DE COMPRAS LTDA,Belo Horizonte,Pequena/média empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NETCORE Pleno","SQL Server,Redux,.NET,C#,Angular","VEJA OBRA,Remoto,Startup,Até R$3.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) PHP Back-end Pleno","API,Git,PHP,MySQL,Laravel,JavaScript","Nérus,Ribeirão Preto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Junior ","JavaScript,HTML,Git,CSS,API","Sonata,Rio de Janeiro,Startup,Até R$3.000,Júnior,CLT,Aceita candidatos de fora"
